,label,tweet_id,tweet_texts
191,other_useful_information,'591902738952388609',"RT @robertspeta: At least 150 people killed in Kathmandu, 1 in China, 10 in Pokhara, 2 at Mount Everest Base Camp and 11 in India frm #eart‰Û_"
192,other_useful_information,'591902739002560512',
193,donation_needs_or_offers_or_volunteering_services,'591902739011149825',Thoughts and prayers go to Nepal https://t.co/DwIONuVNqh
194,sympathy_and_emotional_support,'591902739023548416',"RT @TOIWorld: Nepal earthquake triggers Everest avalanche, climbers at risk http://t.co/O7swnRm6OR"
195,donation_needs_or_offers_or_volunteering_services,'591902739203891200',"RT @rConflictNews: BREAKING: More than 100 killed in #Nepal earthquake, says interior ministry - @BreakingF24
http://t.co/vK8aBV1Xdo"
196,donation_needs_or_offers_or_volunteering_services,'591902739589824512',RT @htTweets: #NepalEarthquake | 2 major aftershocks measuring 6.6 &amp; 5.8 in Gorkha &amp; Rasuwa resp. within 40 mins of first #earthquake (vi @‰Û_
197,other_useful_information,'591902739665399808',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
198,donation_needs_or_offers_or_volunteering_services,'591902740067954688',"RT @TimesNow: MEA opens 24 hour Control Room for queries regarding the Nepal Earthquake. 
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11‰Û_"
199,donation_needs_or_offers_or_volunteering_services,'591902740369911808',@gaurav_verma23 @mahtava okay.. Lets just pray for Nepal :)
200,donation_needs_or_offers_or_volunteering_services,'591902740575453184',RT @EconomicTimes: Over 110 killed in earthquake: Nepal Home Ministry (PTI)
201,other_useful_information,'591902740604923904',
202,other_useful_information,'591902740621602816',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
203,other_useful_information,'591902740688674816',RT @iamsrk: ‰ÛÏ@googleindia: We‰Ûªve just launched a Person Finder instance to help track missing persons for the #Nepal earthquake‰ÛÓ&gt;http://t.c‰Û_
204,other_useful_information,'591902740776755201',"RT @shivya: My heart is with you Nepal.

Yet another reminder that life is short and unpredictable, and we've got to live the best we can, ‰Û_"
205,sympathy_and_emotional_support,'591902741041000448',RT @inquirerdotnet: Bodies seen after Nepal quake topples landmark tower http://t.co/llxU3h7iGV http://t.co/qM2eigM5Hk
206,sympathy_and_emotional_support,'591902741133402112',"RT @cnnbrk: More than 150 people were killed in the capital, Kathmandu, following the powerful earthquake, official in Nepal. http://t.co/E‰Û_"
207,injured_or_dead_people,'591902741301174272',
208,donation_needs_or_offers_or_volunteering_services,'591902741473005568',"RT @worldbulletin: Nepal quake triggers Everest avalanche, climbers at risk http://t.co/gpHRDhY5WL http://t.co/MADcHV8OBS"
209,other_useful_information,'591902741611450369',"RT @BreakingNews: More than 100 people killed in powerful Nepal earthquake, say government officials and police - @BBCNews http://t.co/1FiK‰Û_"
210,infrastructure_and_utilities_damage,'591902741838045184',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
211,sympathy_and_emotional_support,'591902741913477120',"More than 100 killed in powerful Nepal #earthquake, say government officials and police"
212,not_related_or_irrelevant,'591902741951188992',Massive damage reported in parts of Nepal http://t.co/ziqS1SMX2i
213,sympathy_and_emotional_support,'591902742135738368',
214,injured_or_dead_people,'591902742672736256',RT @passantino: .@EricArnold8850 describes run from his tent when avalanche struck Mt. Everest after Nepal earthquake http://t.co/kLXak35CYK
215,sympathy_and_emotional_support,'591902742949535745',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
216,injured_or_dead_people,'591902743180091392',RT @AamAadmiParty: Prayers for people in Nepal. We stand by them in this hour of need.
217,donation_needs_or_offers_or_volunteering_services,'591902743431815168',"RT @iamsrk: May Allah look after all. Here r the emergency contact numbers for Nepal,share, help. Prayers with all in Nepal.
http://t.co/Pz‰Û_"
218,infrastructure_and_utilities_damage,'591902743540862976',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
219,donation_needs_or_offers_or_volunteering_services,'591902743759101953',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
220,sympathy_and_emotional_support,'591902743784247296',"Strong earthquake rocks Nepal, damages Kathmandu http://t.co/MWwOHNFBa9"
221,not_related_or_irrelevant,'591902743792517120',"RT @timesofindia: #Earthquake | Helpline numbers of the Indian Embassy in Nepal: 
+977 9581107021 

+977 9851135141"
222,injured_or_dead_people,'591902743884791808',RT @AJENews: Police say at least 108 people killed after the 7.9 magnitude earthquake in Nepal http://t.co/kOXW94NOA8 http://t.co/DkwD3dyvl7
223,infrastructure_and_utilities_damage,'591902744656662529',Hopefully everyone is safe in Thamel and the rest of Nepal. #earthquake
224,injured_or_dead_people,'591902744740376576',RT @LiBF: #Nepal #earthquake: I hope all my friends are well. I love this country and its people http://t.co/urT70yR2Hd
225,donation_needs_or_offers_or_volunteering_services,'591902745474506754',"My prayers go to all those affected by the 7.9 magnitude earthquake in Nepal, may God give them strength and patience to get through."
226,sympathy_and_emotional_support,'591902745478598656',
227,donation_needs_or_offers_or_volunteering_services,'591902745533124608',
228,other_useful_information,'591902746078384129',RT @sambitswaraj: Extremely Heart Wrecking to learn that more than 100 People are dead in Nepal ..May their Souls rest in Peace #earthquake‰Û_
229,sympathy_and_emotional_support,'591902746283876352',Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry says at least 71... http://t.co/VeerMpzifg
230,missing_trapped_or_found_people,'591902746409701376',"RT @sitamademba: Due to bulding collaps 12 People died in Eastern Part of Nepal 5 in sunsari,5 In okhaldhunga and 2 in Solu dist according ‰Û_"
231,sympathy_and_emotional_support,'591902746623672320',RT @thevirdas: List of doctors and hospitals in Nepal. http://t.co/EQaWA2yAAT
232,other_useful_information,'591902746753765376',Terrible news from #Kathmandu. Thinking of those suffering and hope my friends in the region are okay.
233,donation_needs_or_offers_or_volunteering_services,'591902746913079297',RT @Gurmeetramrahim: #MSGHelpEarthquakeVictims Shocked!!!hearing earthquake in Nepal n some parts of India. I pray to GOD to save His child‰Û_
234,infrastructure_and_utilities_damage,'591902747039035392',RT @siobhanheanue: Kathmandu patan district. Old royal square devastated. http://t.co/Fq0CSRgeGM
235,donation_needs_or_offers_or_volunteering_services,'591902747143905280',RT @rammadhavbjp: Earthquake in Nepal devastating. Loss of life n property seems enormous. Govt  n people of Bharat will do everything to h‰Û_
236,other_useful_information,'591902747198300160',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
237,injured_or_dead_people,'591902747303129088',"RT @rkarnad: Truly awful sight. Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. http://t.co/AoA‰Û_"
238,missing_trapped_or_found_people,'591902747487641600',May Allah be with the people in Nepal and ease their difficulty... May all be well with them  #Nepal
239,donation_needs_or_offers_or_volunteering_services,'591902747688964096',"TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangladesh from eart... http://t.co/YjDj2zHyZ2"
240,donation_needs_or_offers_or_volunteering_services,'591902747793829889',RT @FriendFiler: Buildings collapse in Nepal capital after 7.7 quake-witnesses http://t.co/o3Odcc2pXA
241,donation_needs_or_offers_or_volunteering_services,'591902747814862848',Earthquake in Nepal - in pictures http://t.co/eoyBmiYuj3
242,donation_needs_or_offers_or_volunteering_services,'591902748855050240',"MEA opens 24 hour Control Room for queries regarding the Nepal #Earthquake.åÊ
Numbers:
+91 11 2301 2113
+91 11 2301 4104
+91 11 2301 7905"
243,donation_needs_or_offers_or_volunteering_services,'591902749157031937',
244,other_useful_information,'591902749224140800',
245,other_useful_information,'591902749501091840',"RT @parthluck: Tragic..... Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's earthquake. http://t.co/cStDnrBG‰Û_"
246,injured_or_dead_people,'591902749651968001',@sudheersmilingTry to share as much as possible &amp; help people in nepal #earthquakehelpline http://t.co/hl0A1ptcwM
247,donation_needs_or_offers_or_volunteering_services,'591902749761015809',
248,injured_or_dead_people,'591902749962465280',
249,donation_needs_or_offers_or_volunteering_services,'591902750213939200',
250,donation_needs_or_offers_or_volunteering_services,'591902750348152832',
251,donation_needs_or_offers_or_volunteering_services,'591902750432071680',RT @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/2tWgyFeMGf
252,not_related_or_irrelevant,'591902750654402560',
253,donation_needs_or_offers_or_volunteering_services,'591902750763393024',RT @rammadhavbjp: Earthquake in Nepal devastating. Loss of life n property seems enormous. Govt  n people of Bharat will do everything to h‰Û_
254,other_useful_information,'591902750818041856',RT @dyutiman_advt: 1st images coming frm Nepal aftr the devastating earthquake 2day. May all are safe there @narendramodi @HDLindiaOrg http‰Û_
255,sympathy_and_emotional_support,'591902750872440832',
256,missing_trapped_or_found_people,'591902751048601600',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
257,injured_or_dead_people,'591902751170363392',"RT @sgurumurthy: M7.9  - 29km ESE of Lamjung, Nepal http://t.co/ug87UjxyKx 20 00 29 26.  Highly informative read on seismic history of Hima‰Û_"
258,displaced_people_and_evacuations,'591902751237484544',"RT @BBCBreaking: More than 100 killed in powerful Nepal #earthquake, say government officials and police http://t.co/uwtNJp74EE http://t.co‰Û_"
259,other_useful_information,'591902751354925056',"RT @simbamara: Kathmandu's Darbar Square, a UNESCO World Heritage site, in ruins after today's #earthquake. Pic: @JulieMakLAT http://t.co/t‰Û_"
260,injured_or_dead_people,'591902751572918272',Nepal's Home Ministry Says at Least 71 People Killed in the Earthquake: Nepal's Home Ministry says at least 71... http://t.co/n4Inmw8rCL
261,other_useful_information,'591902751723925504',"TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangladesh from eart... http://t.co/l2qRLOgInS"
262,donation_needs_or_offers_or_volunteering_services,'591902751887462400',"RT @GPJGeneva: Thoughts with colleagues in Kathmandu - All Oxfam staff safe, but reports of widespread damage #NepalEarthquake"
263,other_useful_information,'591902752139137025',"RT @yogital: What a horrid year for Nepal. Was there last year this time reporting Everest avalanche, then Annapurna storm in October, now ‰Û_"
264,donation_needs_or_offers_or_volunteering_services,'591902752155906049',RT @cctvnews: Kathmandu‰Ûªs Patan Durbar Square before and after the #NepalEarthquake http://t.co/KoYNXAjAOr
265,donation_needs_or_offers_or_volunteering_services,'591902752277598208',"RT @ImranHSarker: UPDATE: Humanitarian crisis in Nepal. 100+ dead, toll may rises to 1000's. Prayers &amp; thought for Nepalese friends. http:/‰Û_"
266,donation_needs_or_offers_or_volunteering_services,'591902752894128128',"At least 71 killed in magnitude-7.9 quake in Nepal: KATHMANDU, Nepal (AP) ‰ÛÓ Nepal's Home Ministr... http://t.co/wmdOVGrJff &lt;--Full Story"
267,injured_or_dead_people,'591902753078648832',"TV: 2 Dead, 100 Injured in Bangladesh From Nepal Quake: TV report: 2 dead, 100 injured in Bangladesh from eart... http://t.co/9f2l0Mwa6F"
268,donation_needs_or_offers_or_volunteering_services,'591902753204535296',More than 100 killed in Nepal #earthquake @AJENews  http://t.co/zq2ZZFBe0T
269,sympathy_and_emotional_support,'591902753347088385',
270,donation_needs_or_offers_or_volunteering_services,'591902753430974465',
271,injured_or_dead_people,'591902753447784448',RT @timesofindia: Nepal earthquake triggers avalanches in Mount Everest region: Reports
272,missing_trapped_or_found_people,'591902753611321345',"RT @BBCBreaking: Nepal #earthquake latest:

- reports of avalanches in Everest
- temples flattened
- unknown numbers killed &amp; injured http:‰Û_"
273,not_related_or_irrelevant,'591902753695268864',"RT @mickdart: Terrible RT ‰ÛÏ@Manishkr2012: Bhimsen Tower aka Dharahara In Nepal.
Before &amp; After The #EarthQuake http://t.co/JlZ3sLv00D‰Û #Nep‰Û_"
274,donation_needs_or_offers_or_volunteering_services,'591902753728827392',RT @ANI_news: Latest pics sent to ANI from Kathmandu of #earthquake aftermath http://t.co/hhdXHMTQAu
275,donation_needs_or_offers_or_volunteering_services,'591902754164985856',
276,injured_or_dead_people,'591902754257383424',"Big B expresses shock over Nepal quake, reminisces ‰Û÷Mahaan‰Ûª shoot. CLICK HERE--&gt; http://t.co/TMwKyb2l5V #DaddysLilGirlPC"
277,donation_needs_or_offers_or_volunteering_services,'591902754257395712',RT @muftimenk: Pray for #Nepal where a powerful earthquake has struck. May the Almighty grant them ease to face this calamity with utmost s‰Û_
278,donation_needs_or_offers_or_volunteering_services,'591902754567663618',"RT @ThatEdTechGuy: Today's earthquake data for #Nepal, via @quakefeed. Download it and explore for yourself:

https://t.co/fMQtyp1oTC http:‰Û_"
279,injured_or_dead_people,'591902754794115072',"RT @timesofindia: #Earthquake | Helpline numbers of the Indian Embassy in Nepal: 
+977 9581107021 

+977 9851135141"
